# in Cohort,% Dropped Out,% Graduated,% H.S. Equiv.,% Non-Grad Completers,% Permanently Excluded,% Still in School,District Code,District Name,Year
       344,0.9,97.1,0.0,0.6,0.0,1.5,1710000,Marshfield,2018
       153,5.2,90.2,0.7,2.0,0.0,2.0,7000000,Martha's Vineyard,2018
        12,0.0,91.7,0.0,0.0,0.0,8.3,4660000,Martha's Vineyard Charter (District),2018
       306,1.3,95.1,0.0,0.0,0.0,3.6,7050000,Masconomet,2018
       102,3.9,92.2,0.0,0.0,0.0,3.9,1720000,Mashpee,2018
        86,41.9,34.9,10.5,0.0,0.0,12.8,39010000,Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District,2018
        61,1.6,77.0,0.0,0.0,0.0,21.3,4690000,MATCH Charter Public School (District),2018
        99,4.0,90.9,1.0,0.0,0.0,4.0,1740000,Maynard,2018
       231,0.0,97.4,1.3,0.0,0.0,1.3,1750000,Medfield,2018
       377,4.2,89.7,0.0,2.4,0.0,3.7,1760000,Medford,2018
       204,1.0,95.6,0.0,0.0,0.0,3.4,1770000,Medway,2018
       236,1.3,94.5,0.8,0.8,0.0,2.5,1780000,Melrose,2018
       156,1.3,92.9,1.9,0.0,0.0,3.8,7100000,Mendon-Upton,2018
       496,4.8,88.7,0.2,2.4,0.0,3.8,1810000,Methuen,2018
       175,1.1,96.0,1.1,0.0,0.0,1.7,1820000,Middleborough,2018
       309,8.1,85.1,1.0,0.6,0.0,5.2,1850000,Milford,2018
       115,2.6,93.9,0.0,0.0,0.0,3.5,1860000,Millbury,2018
       113,0.9,94.7,0.0,1.8,0.0,2.7,1870000,Millis,2018
       272,1.5,94.1,0.7,0.0,0.0,3.7,1890000,Milton,2018
       138,10.1,88.4,0.0,0.0,0.0,1.4,8300000,Minuteman Regional Vocational Technical,2018
        67,7.5,82.1,1.5,1.5,0.0,7.5,7170000,Mohawk Trail,2018
       123,4.1,85.4,0.8,2.4,0.0,7.3,7120000,Monomoy Regional School District,2018
        77,7.8,84.4,0.0,2.6,0.0,5.2,1910000,Monson,2018
       325,0.0,99.7,0.0,0.0,0.0,0.3,8320000,Montachusett Regional Vocational Technical,2018
        83,2.4,94.0,1.2,0.0,0.0,2.4,7150000,Mount Greylock,2018
        92,3.3,96.7,0.0,0.0,0.0,0.0,4700000,Mystic Valley Regional Charter (District),2018
       152,7.2,80.3,0.7,4.6,0.0,7.2,1970000,Nantucket,2018
       101,5.0,86.1,5.0,0.0,0.0,4.0,7200000,Narragansett,2018
       267,0.7,95.1,0.7,0.0,0.0,3.4,7250000,Nashoba,2018
       169,1.2,98.2,0.0,0.0,0.0,0.6,8520000,Nashoba Valley Regional Vocational Technical,2018
       397,0.8,97.5,0.0,0.0,0.0,1.8,1980000,Natick,2018
       230,3.0,89.6,0.0,0.9,0.0,6.5,6600000,Nauset,2018
       402,0.2,96.8,0.2,0.0,0.0,2.7,1990000,Needham,2018
       423,15.8,58.6,1.2,13.2,0.0,11.1,2010000,New Bedford,2018
       200,3.5,94.5,0.0,0.0,0.0,2.0,2040000,Newburyport,2018
"     1,029",0.8,96.2,0.4,0.0,0.0,2.6,2070000,Newton,2018
       133,0.8,99.2,0.0,0.0,0.0,0.0,9150000,Norfolk County Agricultural,2018
        93,14.0,76.3,2.2,1.1,0.0,6.5,2090000,North Adams,2018
       381,1.3,96.3,0.0,0.3,0.0,2.1,2110000,North Andover,2018
       316,1.3,95.3,0.3,0.0,0.0,3.2,2120000,North Attleborough,2018
        38,10.5,78.9,2.6,0.0,0.0,7.9,2150000,North Brookfield,2018
       207,2.9,93.7,0.5,0.0,0.0,2.9,7350000,North Middlesex,2018
       219,0.5,98.2,0.0,0.0,0.0,1.4,2170000,North Reading,2018
       227,3.1,93.0,0.4,1.3,0.0,2.2,2100000,Northampton,2018
       111,1.8,96.4,0.0,0.9,0.0,0.9,4060000,Northampton-Smith Vocational Agricultural,2018
       365,2.2,94.8,0.3,0.0,0.0,2.7,7300000,Northboro-Southboro,2018
       163,4.9,91.4,1.8,0.0,0.0,1.8,2140000,Northbridge,2018
       296,1.0,98.3,0.0,0.0,0.0,0.7,8530000,Northeast Metropolitan Regional Vocational Technical,2018
       103,1.0,98.1,0.0,0.0,0.0,1.0,8510000,Northern Berkshire Regional Vocational Technical,2018
       206,3.4,93.2,1.0,0.0,0.0,2.4,2180000,Norton,2018
       169,0.0,98.8,0.6,0.0,0.0,0.6,2190000,Norwell,2018
       247,1.6,93.5,0.4,1.2,0.0,3.2,2200000,Norwood,2018
       117,0.9,99.1,0.0,0.0,0.0,0.0,8550000,Old Colony Regional Vocational Technical,2018
       203,1.5,94.6,0.0,1.5,0.0,2.5,7400000,Old Rochester,2018
       113,4.4,86.7,0.9,0.9,0.0,7.1,2260000,Oxford,2018
        97,10.3,81.4,0.0,1.0,0.0,7.2,2270000,Palmer,2018
       152,7.9,84.2,0.7,2.0,0.0,5.3,8600000,Pathfinder Regional Vocational Technical,2018
        60,3.3,86.8,0.0,0.0,0.0,10.0,35010000,Paulo Freire Social Justice Charter School (District),2018
       428,7.2,82.5,0.7,0.5,0.0,9.1,2290000,Peabody,2018
       268,1.5,98.1,0.4,0.0,0.0,0.0,2310000,Pembroke,2018
       189,1.1,94.7,1.6,0.5,0.0,2.1,7450000,Pentucket,2018
        69,26.6,19.2,5.6,0.0,1.7,47.0,35080000,Phoenix Academy Public Charter High School Springfield (District),2018
       101,57.4,9.9,2.0,0.0,0.0,30.7,4930000,Phoenix Charter Academy (District),2018
        33,0.0,93.9,0.0,3.0,0.0,3.0,4940000,Pioneer Charter School of Science (District),2018
        32,0.0,96.9,0.0,0.0,0.0,3.1,35060000,Pioneer Charter School of Science II (PCSS-II) (District),2018
        66,1.5,93.9,0.0,0.0,0.0,4.5,7500000,Pioneer Valley,2018
        11,0.0,100.0,0.0,0.0,0.0,0.0,4970000,Pioneer Valley Chinese Immersion Charter (District),2018
        66,1.5,89.4,1.5,0.0,0.0,7.6,4790000,Pioneer Valley Performing Arts Charter Public (District),2018
       397,7.6,80.6,3.0,0.5,0.0,8.3,2360000,Pittsfield,2018
       596,3.4,91.9,1.0,0.8,0.0,2.9,2390000,Plymouth,2018
        67,0.0,98.5,0.0,0.0,0.0,1.5,4870000,Prospect Hill Academy Charter (District),2018
       192,9.9,83.3,2.6,0.5,0.0,3.6,7530000,Quabbin,2018
        78,5.1,88.5,0.0,2.6,0.0,3.8,7780000,Quaboag Regional,2018
       713,2.7,92.3,0.1,1.4,0.0,3.5,2430000,Quincy,2018
       182,5.5,83.0,1.1,1.1,0.0,9.3,7550000,Ralph C Mahar,2018
       204,3.4,77.0,0.5,5.9,0.0,13.2,2440000,Randolph,2018
       281,0.4,96.1,0.4,0.0,0.0,3.2,2460000,Reading,2018
       562,8.4,79.5,0.4,4.3,0.0,7.5,2480000,Revere,2018
        70,0.0,100.0,0.0,0.0,0.0,0.0,4830000,Rising Tide Charter Public (District),2018
       150,6.0,87.3,0.0,0.7,0.0,6.0,2510000,Rockland,2018
        69,2.9,95.7,0.0,0.0,0.0,1.4,2520000,Rockport,2018
       107,1.9,96.3,0.0,0.0,0.0,1.9,4410000,Sabis International Charter (District),2018
       262,8.8,82.4,0.8,1.1,0.0,6.9,2580000,Salem,2018
        43,2.3,86.0,0.0,0.0,0.0,11.6,4850000,Salem Academy Charter (District),2018
       176,2.3,93.2,0.6,0.0,0.0,4.0,2610000,Sandwich,2018
       156,9.0,84.0,1.3,0.0,0.0,5.8,2620000,Saugus,2018
       222,0.9,92.3,0.5,0.0,0.0,6.3,2640000,Scituate,2018
       140,2.1,94.3,0.0,0.0,0.0,3.6,2650000,Seekonk,2018
       264,1.1,97.3,0.4,0.0,0.0,1.1,2660000,Sharon,2018
       335,0.3,98.8,0.6,0.0,0.0,0.3,8710000,Shawsheen Valley Regional Vocational Technical,2018
       453,1.8,94.7,0.2,0.0,0.0,3.3,2710000,Shrewsbury,2018
       324,0.9,95.7,0.0,0.0,0.0,3.4,7600000,Silver Lake,2018
        27,18.5,70.4,3.7,0.0,0.0,7.4,4740000,Sizer School: A North Central Charter Essential (District),2018
       215,1.9,94.9,0.9,0.0,0.0,2.3,7630000,Somerset Berkley Regional School District,2018
       288,6.9,83.7,0.0,1.4,0.0,8.0,2740000,Somerville,2018
       143,3.5,91.6,0.0,0.0,0.0,4.9,2780000,South Hadley,2018
       164,1.8,94.5,0.0,0.0,0.0,3.7,8290000,South Middlesex Regional Vocational Technical,2018
        55,0.0,96.4,0.0,0.0,0.0,3.6,4880000,South Shore Charter Public (District),2018
       153,3.3,93.5,0.0,0.0,0.0,3.3,8730000,South Shore Regional Vocational Technical,2018
       155,14.2,68.4,0.6,6.5,0.0,10.3,2770000,Southbridge,2018
       339,2.9,95.9,0.6,0.0,0.0,0.6,8720000,Southeastern Regional Vocational Technical,2018
        49,8.2,85.7,2.0,0.0,0.0,4.1,7650000,Southern Berkshire,2018
       256,1.6,95.3,0.4,0.0,0.0,2.7,8760000,Southern Worcester County Regional Vocational Technical,2018
       127,3.9,93.7,0.0,0.0,0.0,2.4,7660000,Southwick-Tolland-Granville Regional School District,2018
        82,6.1,81.7,0.0,0.0,0.0,12.2,7670000,Spencer-E Brookfield,2018
"     1,837",8.6,76.9,1.0,3.9,0.0,9.7,2810000,Springfield,2018
       160,2.5,93.1,0.0,0.6,0.0,3.8,2840000,Stoneham,2018
       257,3.1,91.1,0.4,1.2,0.0,4.3,2850000,Stoughton,2018
       180,0.0,99.4,0.6,0.0,0.0,0.0,4890000,Sturgis Charter Public (District),2018
       115,2.6,93.9,0.0,0.0,0.0,3.5,2900000,Sutton,2018
       166,1.8,94.0,0.6,0.0,0.0,3.6,2910000,Swampscott,2018
       121,3.3,95.0,0.0,0.0,0.0,1.7,2920000,Swansea,2018
       288,0.3,97.6,0.0,0.7,0.0,1.4,7700000,Tantasqua,2018
       500,3.0,89.4,0.8,2.2,0.0,4.6,2930000,Taunton,2018
       360,31.4,30.8,11.7,0.0,0.0,26.1,39020000,TEC Connections Academy Commonwealth Virtual School District,2018
       244,2.0,92.6,1.6,0.0,0.0,3.7,2950000,Tewksbury,2018
       220,3.6,94.1,0.5,0.0,0.0,1.8,8780000,Tri-County Regional Vocational Technical,2018
       184,2.7,90.8,1.6,0.5,0.0,4.3,7730000,Triton,2018
       128,0.8,96.9,0.0,0.0,0.0,2.3,3010000,Tyngsborough,2018
       171,1.2,97.1,0.6,0.0,0.0,1.2,8790000,Upper Cape Cod Regional Vocational Technical,2018
       159,5.0,84.3,0.6,0.0,0.0,10.1,3040000,Uxbridge,2018
       500,1.8,96.0,0.2,0.0,0.0,2.0,7750000,Wachusett,2018
       277,1.1,94.9,1.1,1.1,0.0,1.8,3050000,Wakefield,2018
       287,0.0,95.5,0.0,0.0,0.0,4.5,3070000,Walpole,2018
       412,8.0,82.3,0.7,2.4,0.0,6.6,3080000,Waltham,2018
        70,7.1,72.9,1.4,2.9,0.0,15.7,3090000,Ware,2018
       165,9.7,79.4,0.6,0.0,0.0,10.3,3100000,Wareham,2018
       173,2.9,91.3,0.0,0.0,0.0,5.8,3140000,Watertown,2018
       218,0.0,97.2,0.5,0.0,0.0,2.3,3150000,Wayland,2018
       127,14.2,67.7,0.8,2.4,0.0,15.0,3160000,Webster,2018
       407,0.5,97.1,0.2,0.2,0.0,2.0,3170000,Wellesley,2018
        67,7.5,88.1,0.0,0.0,0.0,4.5,3220000,West Boylston,2018
        93,0.0,98.9,0.0,0.0,0.0,1.1,3230000,West Bridgewater,2018
       311,4.2,89.4,1.0,1.0,0.0,4.5,3320000,West Springfield,2018
       274,1.1,97.1,0.4,0.0,0.0,1.5,3210000,Westborough,2018
       491,5.1,87.8,0.8,2.2,0.0,4.1,3250000,Westfield,2018
       393,0.5,98.0,0.5,0.0,0.0,1.0,3260000,Westford,2018
       149,0.0,98.0,0.0,0.0,0.0,2.0,3300000,Weston,2018
        76,3.9,89.5,0.0,0.0,0.0,6.6,3310000,Westport,2018
       245,0.4,98.8,0.0,0.0,0.0,0.8,3350000,Westwood,2018
       520,5.6,86.2,0.8,0.4,0.2,6.9,3360000,Weymouth,2018
       313,1.9,93.6,0.0,0.0,0.0,4.5,7800000,Whitman-Hanson,2018
       310,2.9,96.8,0.0,0.0,0.0,0.3,8850000,Whittier Regional Vocational Technical,2018
       242,1.2,96.7,0.0,0.8,0.0,1.2,3420000,Wilmington,2018
        82,3.7,70.7,1.2,2.4,0.0,22.0,3430000,Winchendon,2018
       341,0.6,93.5,0.6,0.6,0.0,4.7,3440000,Winchester,2018
       125,6.4,83.2,2.4,1.6,0.0,6.4,3460000,Winthrop,2018
       365,4.4,89.9,0.5,0.3,0.3,4.7,3470000,Woburn,2018
"     1,970",5.2,83.5,1.2,1.8,0.0,8.3,3480000,Worcester,2018
"    74,641",4.8,87.9,0.7,1.1,0.0,5.5,0,State Totals,2018
        84,2.4,97.6,0.0,0.0,0.0,0.0,4450000,Abby Kelley Foster Charter Public (District),2019
       122,6.6,89.3,0.0,0.8,0.0,3.3,10000,Abington,2019
        40,0.0,95.0,0.0,0.0,0.0,5.0,4120000,Academy Of the Pacific Rim Charter Public (District),2019
       503,0.8,96.6,0.2,0.0,0.0,2.4,6000000,Acton-Boxborough,2019
        88,4.5,89.8,2.3,1.1,0.0,2.3,6030000,Adams-Cheshire,2019
       119,1.7,98.3,0.0,0.0,0.0,0.0,4300000,Advanced Math and Science Academy Charter (District),2019
       291,6.2,90.0,0.7,1.7,0.0,1.4,50000,Agawam,2019
       152,5.9,87.5,0.0,0.0,0.0,6.6,70000,Amesbury,2019
       227,4.0,88.5,0.4,0.0,0.0,7.0,6050000,Amherst-Pelham,2019
       452,0.7,96.7,0.2,0.2,0.0,2.2,90000,Andover,2019
       360,1.4,95.8,0.3,0.0,0.0,2.5,100000,Arlington,2019
       162,2.5,95.1,0.6,0.0,0.0,1.9,6100000,Ashburnham-Westminster,2019
       194,3.1,92.8,0.0,0.5,0.0,3.6,140000,Ashland,2019
       266,0.0,99.6,0.0,0.0,0.0,0.4,8010000,Assabet Valley Regional Vocational Technical,2019
        83,9.6,78.3,3.6,0.0,0.0,8.4,6150000,Athol-Royalston,2019
        63,0.0,96.8,0.0,0.0,1.6,1.6,4910000,Atlantis Charter (District),2019
       441,6.1,88.2,0.0,0.2,0.0,5.4,160000,Attleboro,2019
       199,3.5,93.0,0.0,0.0,0.0,3.5,170000,Auburn,2019
        51,0.0,92.2,2.0,5.9,0.0,0.0,180000,Avon,2019
       115,5.2,87.0,0.9,0.0,0.0,7.0,6160000,Ayer Shirley School District,2019
       389,2.6,89.2,0.5,1.3,0.0,6.4,200000,Barnstable,2019
        58,12.1,81.0,0.0,0.0,0.0,6.9,35020000,Baystate Academy Charter Public School (District),2019
       206,1.9,96.1,0.0,0.5,0.0,1.5,230000,Bedford,2019
       179,2.2,95.5,0.0,0.0,0.0,2.2,240000,Belchertown,2019
       156,1.3,92.9,0.0,0.6,0.6,4.5,250000,Bellingham,2019
       308,0.6,97.1,0.0,0.0,0.0,2.3,260000,Belmont,2019
        29,6.9,93.1,0.0,0.0,0.0,0.0,4140000,Berkshire Arts and Technology Charter Public (District),2019
       135,2.2,94.1,0.7,0.0,0.0,3.0,6180000,Berkshire Hills,2019
        81,0.0,98.8,0.0,1.2,0.0,0.0,6200000,Berlin-Boylston,2019
       293,3.4,90.8,0.7,0.3,0.0,4.8,300000,Beverly,2019
       285,3.5,90.9,0.7,0.4,0.0,4.6,310000,Billerica,2019
       306,0.7,98.4,0.3,0.0,0.0,0.7,8050000,Blackstone Valley Regional Vocational Technical,2019
       114,2.6,89.5,0.0,0.0,0.0,7.9,6220000,Blackstone-Millville,2019
       207,0.0,99.0,0.5,0.0,0.0,0.5,8060000,Blue Hills Regional Vocational Technical,2019
"     4,347",11.7,73.2,0.7,0.5,0.0,13.9,350000,Boston,2019
        73,1.4,95.9,0.0,0.0,0.0,2.7,4490000,Boston Collegiate Charter (District),2019
       140,35.7,10.0,1.4,0.0,0.0,52.9,4240000,Boston Day and Evening Academy Charter (District),2019
        55,9.1,83.6,0.0,1.8,0.0,5.5,4110000,Boston Green Academy Horace Mann Charter School (District),2019
        54,0.0,92.6,0.0,0.0,0.0,7.4,4160000,Boston Preparatory Charter Public (District),2019
       120,5.0,90.0,0.0,0.8,0.0,4.2,360000,Bourne,2019
       390,2.1,93.8,0.3,2.1,0.0,1.8,400000,Braintree,2019
       413,1.0,95.4,0.0,0.5,0.0,3.1,6250000,Bridgewater-Raynham,2019
       109,0.0,100.0,0.0,0.0,0.0,0.0,9100000,Bristol County Agricultural,2019
       289,1.4,97.9,0.0,0.7,0.0,0.0,8100000,Bristol-Plymouth Regional Vocational Technical,2019
"     1,402",11.3,72.8,0.4,6.6,0.0,8.9,440000,Brockton,2019
       507,1.6,94.3,0.6,0.6,0.0,3.0,460000,Brookline,2019
       262,1.5,93.9,0.0,0.0,0.0,4.6,480000,Burlington,2019
       528,4.0,87.5,0.2,0.4,0.0,8.0,490000,Cambridge,2019
       239,1.3,94.6,0.0,0.0,0.0,4.2,500000,Canton,2019
       113,0.9,93.8,0.9,0.0,0.0,4.4,8150000,Cape Cod Regional Vocational Technical,2019
        91,2.2,92.3,0.0,1.1,0.0,4.4,520000,Carver,2019
       146,0.7,97.3,0.7,0.0,0.0,1.4,6350000,Central Berkshire,2019
       361,1.9,95.6,0.0,0.3,0.0,2.2,560000,Chelmsford,2019
       432,18.3,64.1,0.7,2.1,0.0,14.8,570000,Chelsea,2019
       581,7.9,84.7,1.7,1.9,0.2,3.6,610000,Chicopee,2019
        40,7.5,65.0,7.5,0.0,0.0,20.0,4370000,City on a Hill Charter Public School Circuit Street (District),2019
        61,11.5,72.1,0.0,0.0,0.0,16.4,35040000,City on a Hill Charter Public School Dudley Square (District),2019
        41,29.3,51.2,0.0,9.8,0.0,9.8,35070000,City on a Hill Charter Public School New Bedford (District),2019
       107,0.9,95.3,0.0,0.9,0.0,2.8,640000,Clinton,2019
        39,2.6,87.2,0.0,0.0,0.0,10.3,4380000,Codman Academy Charter Public (District),2019
       121,0.8,96.7,0.0,0.0,0.0,2.5,650000,Cohasset,2019
        45,0.0,97.8,0.0,0.0,0.0,2.2,4360000,Community Charter School of Cambridge (District),2019
       346,0.0,97.4,0.0,0.3,0.0,2.3,6400000,Concord-Carlisle,2019
       254,3.9,90.9,1.2,0.8,0.0,3.1,710000,Danvers,2019
       267,3.7,93.3,0.0,0.4,0.0,2.6,720000,Dartmouth,2019
       193,2.6,90.7,0.0,1.0,0.0,5.7,730000,Dedham,2019
       222,7.2,84.7,0.9,0.9,0.0,6.3,6450000,Dennis-Yarmouth,2019
       213,4.7,91.1,1.4,0.0,0.0,2.8,6500000,Dighton-Rehoboth,2019
       104,1.9,97.1,0.0,0.0,0.0,1.0,770000,Douglas,2019
       157,1.3,94.3,0.0,0.6,0.0,3.8,6550000,Dover-Sherborn,2019
       219,3.2,95.4,0.0,0.9,0.0,0.5,790000,Dracut,2019
       292,5.5,90.8,0.0,0.7,0.0,3.1,6580000,Dudley-Charlton Reg,2019
       256,0.4,98.0,0.0,0.0,0.0,1.6,820000,Duxbury,2019
       145,3.4,92.4,0.0,0.7,0.0,3.4,830000,East Bridgewater,2019
       225,0.9,96.9,0.0,0.0,0.0,2.2,870000,East Longmeadow,2019
       131,6.9,88.5,1.5,0.0,0.0,3.1,860000,Easthampton,2019
       303,1.0,97.0,0.0,0.0,0.0,2.0,880000,Easton,2019
        86,1.2,97.7,0.0,0.0,0.0,1.2,4520000,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),2019
       330,1.8,97.3,0.9,0.0,0.0,0.0,8170000,Essex North Shore Agricultural and Technical School District,2019
       605,11.9,74.9,0.3,4.6,0.0,8.3,930000,Everett,2019
       101,1.0,91.1,0.0,1.0,0.0,6.9,4100000,Excel Academy Charter (District),2019
       150,9.3,86.0,0.0,0.7,0.0,4.0,940000,Fairhaven,2019
       638,14.1,71.8,0.8,8.8,0.0,4.5,950000,Fall River,2019
       217,5.1,87.1,4.1,0.0,0.5,3.2,960000,Falmouth,2019
       428,7.5,77.6,0.9,3.7,0.0,10.3,970000,Fitchburg,2019
        29,0.0,100.0,0.0,0.0,0.0,0.0,4130000,Four Rivers Charter Public (District),2019
       212,0.5,95.8,0.0,0.5,0.0,3.3,990000,Foxborough,2019
        63,0.0,96.8,0.0,0.0,0.0,3.2,4460000,Foxborough Regional Charter (District),2019
       612,8.2,83.3,0.8,1.5,0.0,6.2,1000000,Framingham,2019
        58,0.0,96.6,0.0,0.0,0.0,3.4,4780000,Francis W. Parker Charter Essential (District),2019
       433,0.9,96.1,0.0,0.5,0.0,2.5,1010000,Franklin,2019
       121,2.5,94.2,0.0,0.0,0.0,3.3,8180000,Franklin County Regional Vocational Technical,2019
       190,2.1,96.8,0.0,0.0,0.0,1.1,6650000,Freetown-Lakeville,2019
       100,2.0,93.0,1.0,0.0,0.0,4.0,6700000,Frontier,2019
       146,10.3,75.3,2.1,4.1,0.0,8.2,1030000,Gardner,2019
        53,11.3,77.4,1.9,1.9,0.0,7.5,6720000,Gateway,2019
       100,1.0,99.0,0.0,0.0,0.0,0.0,1050000,Georgetown,2019
        60,11.7,73.3,3.3,0.0,3.3,8.3,6740000,Gill-Montague,2019
        46,4.3,93.5,2.2,0.0,0.0,0.0,4960000,Global Learning Charter Public (District),2019
       234,6.0,85.5,0.4,0.0,0.0,8.1,1070000,Gloucester,2019
       227,0.9,96.0,0.0,0.9,0.0,2.2,1100000,Grafton,2019
        49,2.0,98.0,0.0,0.0,0.0,0.0,1110000,Granby,2019
       320,1.6,97.8,0.0,0.0,0.0,0.6,8210000,Greater Fall River Regional Vocational Technical,2019
       364,2.2,95.6,0.0,0.5,0.0,1.6,8230000,Greater Lawrence Regional Vocational Technical,2019
       519,2.7,95.4,0.4,0.2,0.0,1.3,8280000,Greater Lowell Regional Vocational Technical,2019
       516,7.2,89.7,0.0,0.2,0.0,2.9,8250000,Greater New Bedford Regional Vocational Technical,2019
        88,3.4,88.6,0.0,4.5,0.0,3.4,1140000,Greenfield,2019
       104,46.2,27.9,10.6,1.0,0.0,14.4,39010000,Greenfield Commonwealth Virtual District,2019
       207,0.5,97.6,0.0,0.0,0.0,1.9,6730000,Groton-Dunstable,2019
        54,0.0,90.7,1.9,3.7,0.0,3.7,1170000,Hadley,2019
       153,1.3,94.1,0.0,0.7,0.0,3.9,6750000,Hamilton-Wenham,2019
        37,2.7,94.6,0.0,0.0,0.0,2.7,4990000,Hampden Charter School of Science East (District),2019
       302,2.0,94.4,1.3,0.3,0.3,1.7,6800000,Hampden-Wilbraham,2019
        96,3.1,89.6,2.1,0.0,0.0,5.2,6830000,Hampshire,2019
       222,0.0,96.8,0.0,0.0,0.0,3.2,1220000,Hanover,2019
       106,0.0,99.1,0.0,0.0,0.0,0.9,1250000,Harvard,2019
        27,0.0,100.0,0.0,0.0,0.0,0.0,1270000,Hatfield,2019
       450,9.3,81.1,0.9,2.2,0.0,6.4,1280000,Haverhill,2019
       287,0.7,95.8,0.0,0.0,0.0,3.5,1310000,Hingham,2019
        68,8.8,72.1,1.5,2.9,0.0,14.7,1330000,Holbrook,2019
       187,2.1,92.0,2.1,0.0,0.0,3.7,1360000,Holliston,2019
       395,14.4,72.2,0.8,4.3,0.0,8.4,1370000,Holyoke,2019
        79,3.8,94.9,0.0,0.0,0.0,1.3,1380000,Hopedale,2019
       287,0.0,98.3,0.0,0.3,0.0,1.4,1390000,Hopkinton,2019
       192,4.7,87.5,2.1,0.0,0.5,5.2,1410000,Hudson,2019
        75,0.0,92.0,0.0,0.0,0.0,8.0,1420000,Hull,2019
        93,1.1,94.6,2.2,0.0,0.0,2.2,4350000,Innovation Academy Charter (District),2019
       125,2.4,92.8,0.0,0.0,0.0,4.8,1440000,Ipswich,2019
       323,1.5,96.3,0.0,0.3,0.0,1.9,6900000,King Philip,2019
       114,3.5,90.4,1.8,0.9,0.0,3.5,4290000,KIPP Academy Lynn Charter (District),2019
       914,11.6,71.4,0.1,7.0,0.0,9.8,1490000,Lawrence,2019
        62,3.2,90.3,0.0,1.6,0.0,4.8,1500000,Lee,2019
       105,6.7,91.4,1.0,0.0,0.0,1.0,1510000,Leicester,2019
        50,0.0,100.0,0.0,0.0,0.0,0.0,1520000,Lenox,2019
       441,3.2,90.5,0.9,1.6,0.0,3.9,1530000,Leominster,2019
       558,0.0,97.3,0.0,0.0,0.0,2.7,1550000,Lexington,2019
       383,0.3,97.1,0.0,0.0,0.0,2.6,6950000,Lincoln-Sudbury,2019
       118,0.8,94.9,0.0,0.0,0.0,4.2,1580000,Littleton,2019
       251,0.4,97.6,0.0,0.0,0.0,2.0,1590000,Longmeadow,2019
       851,8.9,78.0,0.7,2.9,0.0,9.4,1600000,Lowell,2019
        51,41.2,13.7,7.8,0.0,0.0,37.3,4580000,Lowell Middlesex Academy Charter (District),2019
       219,4.6,90.0,0.9,3.7,0.0,0.9,1610000,Ludlow,2019
       108,0.9,94.4,0.9,0.0,0.0,3.7,1620000,Lunenburg,2019
"     1,204",13.5,74.8,0.8,2.8,0.0,8.1,1630000,Lynn,2019
       170,1.2,96.5,0.0,0.0,0.0,2.4,1640000,Lynnfield,2019
        49,0.0,100.0,0.0,0.0,0.0,0.0,4680000,Ma Academy for Math and Science,2019
       513,8.6,79.5,0.2,2.5,0.0,9.2,1650000,Malden,2019
       102,0.0,98.0,0.0,0.0,0.0,2.0,6980000,Manchester Essex Regional,2019
       330,0.6,95.8,0.0,0.0,0.0,3.6,1670000,Mansfield,2019
        20,20.0,20.0,5.0,0.0,0.0,55.0,35170000,Map Academy Charter School (District),2019
       269,0.0,95.5,0.4,0.4,0.0,3.7,1680000,Marblehead,2019
       326,9.5,81.3,0.0,2.5,0.0,6.7,1700000,Marlborough,2019
       345,2.0,95.4,0.3,0.3,0.0,2.0,1710000,Marshfield,2019
       162,8.6,85.2,1.9,0.0,0.0,4.3,7000000,Martha's Vineyard,2019
         9,11.1,77.8,11.1,0.0,0.0,0.0,4660000,Martha's Vineyard Charter (District),2019
       275,1.8,96.0,0.0,0.0,0.0,2.2,7050000,Masconomet,2019
       116,5.2,91.4,0.0,0.0,0.0,3.4,1720000,Mashpee,2019
        59,3.4,78.0,0.0,0.0,0.0,18.6,4690000,MATCH Charter Public School (District),2019
       100,4.0,89.0,0.0,0.0,0.0,7.0,1740000,Maynard,2019
       194,0.5,96.4,0.0,0.5,0.0,2.6,1750000,Medfield,2019
       372,3.2,89.5,0.5,1.6,0.0,5.1,1760000,Medford,2019
       179,1.1,97.8,0.0,0.0,0.0,1.1,1770000,Medway,2019
       266,1.1,95.1,0.0,0.8,0.0,3.0,1780000,Melrose,2019
       163,3.1,93.9,0.6,0.0,0.0,2.5,7100000,Mendon-Upton,2019
       542,3.9,88.4,0.7,3.9,0.0,3.1,1810000,Methuen,2019
       197,6.1,88.8,0.5,0.0,1.0,3.6,1820000,Middleborough,2019
       288,8.7,86.5,0.3,0.3,0.0,4.2,1850000,Milford,2019
       108,2.8,94.4,0.0,0.0,0.0,2.8,1860000,Millbury,2019
        95,0.0,98.9,0.0,0.0,0.0,1.1,1870000,Millis,2019
       248,0.8,96.0,0.0,0.0,0.0,3.2,1890000,Milton,2019
       125,0.8,90.4,0.0,0.0,0.0,8.8,8300000,Minuteman Regional Vocational Technical,2019
        68,4.4,85.3,2.9,1.5,0.0,5.9,7170000,Mohawk Trail,2019
       118,3.4,90.7,0.8,0.0,0.8,4.2,7120000,Monomoy Regional School District,2019
        71,2.8,94.4,0.0,0.0,0.0,2.8,1910000,Monson,2019
       322,0.9,97.2,0.3,0.0,0.0,1.6,8320000,Montachusett Regional Vocational Technical,2019
