grad_(%) in Cohort,grad_# Dropped Out,grad_# Graduated,grad_# H.S. Equiv.,grad_# Non-Grad Completers,grad_# Permanently Excluded,grad_# Still in School,District Code,Year,sal_Average Salary,sal_FTE Count,sal_Salary Totals,mcas_MCAS_Avg. Scaled Score_ELA,mcas_MCAS_Avg. Scaled Score_MATH,mcas_MCAS_Avg. Scaled Score_SCI,mcas_MCAS_SGP_ELA,mcas_MCAS_SGP_MATH,expend_In-District Expenditures,expend_In-District Expenditures per Pupil,expend_Total Expenditures,expend_Total Expenditures per Pupil,expend_Total In-district FTEs,expend_Total Pupil FTEs,age_26-32 yrs ((%)),age_33-40 yrs ((%)),age_41-48 yrs ((%)),age_49-56 yrs ((%)),age_57-64 yrs ((%)),age_<26 yrs ((%) ),age_Over 64 yrs ((%)),prog_Career Technical Education ((%)),prog_English Learners ((%)),prog_General Education ((%)),prog_Special Education ((%)),demo_American Indian or Alaska Native,demo_Asian,demo_Black or African American,demo_Female,demo_Hispanic or Latino,demo_Male,"demo_Multi-Race, Not Hispanic or Latino",demo_Native Hawaiian or Other Pacific Islander,demo_Nonbinary,demo_White,sat_Math,sat_Reading,sat_Reading / Writing,sat_Tests Taken,District Name,sat_Reading_Merged
       219,5.5,90.0,1.8,0.0,0.0,2.7,00960000,2020,"  $82,608",    288.5,"     $23,832,373",,,,,,"          $61,745,747.44","              $19,020.93","          $67,903,584.44","              $19,540.04","           3,246.2","           3,475.1",10.7,21.7,23.2,26.7,12.9,3.2,1.5,0.6,1.9,79.1,18.4,1.0,2.0,4.9,48.3,6.8,51.6,6.4,0.0,0.1,78.7,554.0,,565.0,     116,Falmouth,565.0
       376,5.3,87.2,0.5,0.8,0.0,6.1,00970000,2020,"  $77,102",    380.8,"     $29,360,372",,,,,,"          $77,838,773.23","              $14,644.29","          $93,946,709.23","              $15,516.07","           5,315.3","           6,054.8",21.3,15.8,20.7,21.3,11.2,7.5,2.3,0.0,5.0,81.8,13.2,0.0,4.6,6.2,47.7,53.4,52.3,7.5,0.0,0.0,28.2,460.0,,465.0,     222,Fitchburg,465.0
        37,8.1,83.8,5.4,0.0,0.0,2.7,04130000,2020,"  $70,679",     20.3,"      $1,432,375",,,,,,"           $4,061,988.00","              $18,808.98","           $4,061,988.00","              $18,808.98",             216.0,             216.0,12.7,35.0,33.1,10.9,8.4,0.0,0.0,0.0,0.0,91.8,8.2,0.9,2.3,0.5,54.8,6.9,44.7,5.5,0.0,0.5,83.9,593.0,,625.0,      15,Four Rivers Charter Public (District),625.0
       216,0.5,95.8,0.0,0.0,0.0,3.7,00990000,2020,"  $91,495",    204.9,"     $18,747,229",,,,,,"          $46,153,471.57","              $18,083.80","          $51,732,040.52","              $19,126.01","           2,552.2","           2,704.8",13.7,28.8,23.5,19.1,12.2,1.7,1.1,0.0,1.0,93.2,5.9,0.4,4.6,5.6,48.4,6.3,51.5,3.1,0.2,0.0,79.8,579.0,,566.0,     147,Foxborough,566.0
        61,0.0,100.0,0.0,0.0,0.0,0.0,04460000,2020,"  $56,391",    133.0,"      $7,498,741",,,,,,"          $24,172,722.74","              $14,715.24","          $24,172,722.74","              $14,715.24","           1,642.7","           1,642.7",26.2,23.8,16.4,17.3,4.7,9.8,1.9,0.1,5.6,80.9,13.4,0.3,10.1,49.4,51.8,5.4,48.2,5.1,0.2,0.0,29.4,543.0,,569.0,      56,Foxborough Regional Charter (District),569.0
       599,7.8,82.6,0.5,1.3,0.0,7.7,01000000,2020,"  $95,592",    703.2,"     $67,220,425",,,,,,"         $168,864,615.00","              $18,350.66","         $194,503,804.00","              $19,606.65","           9,202.1","           9,920.3",25.7,21.9,19.5,17.6,8.4,5.3,1.7,0.0,5.9,80.2,13.9,0.1,4.5,7.1,49.1,32.1,50.9,4.4,0.1,0.0,51.8,588.0,,563.0,     220,Framingham,563.0
        53,0.0,92.5,1.9,0.0,0.0,5.7,04780000,2020,"  $52,592",     45.8,"      $2,406,001",,,,,,"           $7,335,367.65","              $18,501.23","           $7,335,367.65","              $18,501.23",             396.5,             396.5,35.2,12.8,21.4,17.8,5.2,7.7,0.0,0.0,0.0,93.3,6.7,0.3,2.0,1.3,53.1,3.0,46.1,5.8,0.0,0.8,87.7,572.0,,619.0,      25,Francis W. Parker Charter Essential (District),619.0
       436,0.7,97.0,0.0,0.0,0.0,2.3,01010000,2020,"  $80,587",    394.5,"     $31,791,470",,,,,,"          $74,690,506.62","              $14,697.65","          $88,303,921.50","              $15,850.36","           5,081.8","           5,571.1",18.7,22.9,23.0,21.7,8.9,4.4,0.3,0.0,1.0,75.9,23.0,0.1,5.7,2.0,47.9,4.0,52.0,2.1,0.7,0.0,85.4,572.0,,576.0,     289,Franklin,576.0
       117,6.0,86.3,0.9,1.7,0.0,5.1,08180000,2020,"  $84,698",     51.6,"      $4,370,401",,,,,,"          $12,725,174.00","              $25,645.25","          $12,752,434.00","              $25,453.96",             496.2,             501.0,18.1,18.1,14.0,20.3,22.2,0.0,7.3,47.7,0.2,49.1,2.9,0.0,0.0,0.8,35.4,4.8,64.6,2.0,0.0,0.0,92.5,,,,       7,Franklin County Regional Vocational Technical,
       181,1.1,95.6,0.0,1.1,0.0,2.2,06650000,2020,"  $76,861",    199.9,"     $15,364,438",,,,,,"          $36,765,837.00","              $12,995.59","          $40,050,857.00","              $13,686.52","           2,829.1","           2,926.3",18.4,30.3,18.7,18.5,8.5,4.3,1.2,0.0,0.0,85.9,14.1,0.1,0.8,1.4,48.6,2.2,51.4,2.3,0.1,0.0,93.1,572.0,,553.0,      62,Freetown-Lakeville,553.0
       101,3.0,92.1,0.0,0.0,0.0,5.0,06700000,2020,"  $71,541",     52.3,"      $3,741,616",,,,,,"          $11,318,869.92","              $17,293.92","          $13,497,052.99","              $17,972.11",             654.5,             751.0,15.0,8.2,29.7,28.5,13.7,1.9,2.9,0.0,0.6,82.0,17.4,0.0,3.1,2.3,46.1,4.6,53.9,3.4,0.2,0.0,86.6,570.0,,567.0,      52,Frontier,567.0
       209,8.1,83.3,0.5,0.0,0.0,8.1,01030000,2020,"  $72,538",    173.6,"     $12,592,604",,,,,,"          $32,923,711.93","              $14,113.99","          $36,106,498.82","              $13,749.62","           2,332.7","           2,626.0",17.1,23.7,18.2,23.9,10.2,4.7,2.2,0.0,0.0,85.5,14.5,0.2,2.1,2.6,47.1,22.2,52.9,7.2,0.0,0.0,65.7,475.0,,497.0,     113,Gardner,497.0
        56,3.6,92.9,0.0,0.0,0.0,3.6,06720000,2020,"  $64,063",     81.3,"      $5,208,312",,,,,,"          $15,550,968.89","              $18,783.63","          $16,657,248.89","              $17,769.63",             827.9,             937.4,18.4,15.9,24.8,21.5,10.3,6.5,2.6,0.0,1.8,89.6,8.5,0.2,0.6,0.7,48.4,4.7,51.6,2.1,0.1,0.0,91.5,523.0,,539.0,      19,Gateway,539.0
       112,2.7,95.5,0.0,0.0,0.0,1.8,01050000,2020,"  $76,309",    107.3,"      $8,187,968",,,,,,"          $19,905,464.24","              $14,986.80","          $21,872,939.68","              $15,812.14","           1,328.2","           1,383.3",15.6,36.2,15.4,16.5,11.9,3.2,1.1,0.0,0.0,90.7,9.3,0.0,1.0,0.7,49.3,2.0,50.7,2.0,0.1,0.0,94.1,570.0,,580.0,      71,Georgetown,580.0
        58,8.6,79.3,3.4,0.0,0.0,8.6,06740000,2020,"  $65,437",     85.9,"      $5,621,004",,,,,,"          $18,415,239.43","              $19,733.43","          $22,034,926.19","              $17,528.38",             933.2,"           1,257.1",13.4,29.8,19.9,18.3,13.5,5.3,0.0,0.0,0.6,87.2,12.3,0.2,0.3,1.1,50.1,12.7,49.9,6.8,0.2,0.0,78.7,,,,       8,Gill-Montague,
        32,3.1,93.8,0.0,0.0,0.0,3.1,04960000,2020,"  $59,390",     43.0,"      $2,553,888",,,,,,"           $8,249,528.00","              $16,419.59","           $8,249,528.00","              $16,419.59",             502.4,             502.4,41.1,11.1,15.4,11.8,12.6,5.5,2.5,0.0,5.5,76.5,18.0,0.4,1.0,10.8,51.9,43.4,48.1,4.3,0.0,0.0,40.0,,,,       9,Global Learning Charter Public (District),
       190,5.8,83.7,0.5,0.5,0.0,9.5,01070000,2020,"  $85,198",    252.6,"     $21,521,041",,,,,,"          $51,159,371.92","              $17,793.95","          $57,451,422.83","              $17,843.17","           2,875.1","           3,219.8",14.6,19.8,22.8,21.7,12.7,5.4,3.0,4.6,2.6,74.3,18.5,0.2,1.2,1.8,47.5,11.4,52.5,3.8,0.4,0.0,81.3,553.0,,544.0,      82,Gloucester,544.0
       212,4.7,91.5,0.5,0.0,0.0,3.3,01100000,2020,"  $76,344",    237.9,"     $18,162,214",,,,,,"          $41,977,675.49","              $13,056.41","          $44,916,138.46","              $13,567.37","           3,215.1","           3,310.6",17.0,24.3,23.1,21.5,6.0,5.4,2.7,0.0,0.0,99.6,0.4,0.1,12.5,1.6,47.9,5.2,52.1,2.9,0.1,0.0,77.6,574.0,,570.0,     106,Grafton,570.0
        58,1.7,96.6,0.0,0.0,0.0,1.7,01110000,2020,"  $62,224",     60.4,"      $3,758,318",,,,,,"          $11,053,134.43","              $14,553.17","          $12,048,438.43","              $14,157.98",             759.5,             851.0,11.9,13.3,38.9,21.8,14.1,0.0,0.0,0.0,2.3,82.9,14.8,0.4,1.2,0.1,47.1,10.1,52.9,4.1,0.0,0.0,84.1,543.0,,528.0,      12,Granby,528.0
       338,3.0,95.6,0.3,0.6,0.0,0.6,08210000,2020,"  $94,246",    133.0,"     $12,534,697",,,,,,"          $28,305,563.00","              $19,301.44","          $28,396,203.00","              $19,128.46","           1,466.5","           1,484.5",7.2,28.8,26.4,19.5,14.4,1.9,1.8,50.0,0.8,41.0,8.3,0.6,2.3,3.1,44.6,12.3,55.4,5.4,0.1,0.0,76.2,498.0,,509.0,      87,Greater Fall River Regional Vocational Technical,509.0
       368,1.1,96.2,0.5,0.0,0.0,2.2,08230000,2020,"  $88,589",    151.4,"     $13,412,438",,,,,,"          $36,468,147.13","              $22,999.59","          $36,550,706.40","              $22,937.37","           1,585.6","           1,593.5",10.8,28.0,20.6,25.3,12.6,1.7,0.9,49.0,2.5,36.8,11.7,0.2,1.4,1.0,49.5,83.3,50.5,0.1,0.0,0.0,14.1,471.0,,461.0,      88,Greater Lawrence Regional Vocational Technical,461.0
       513,1.9,94.7,0.4,0.6,0.0,2.3,08280000,2020,"  $90,919",    191.0,"     $17,365,570",,,,,,"          $47,941,532.00","              $20,874.09","          $48,146,037.00","              $20,642.27","           2,296.7","           2,332.4",8.5,20.5,25.1,24.7,15.9,1.7,3.5,43.2,0.0,45.8,11.0,0.2,16.2,4.2,46.9,35.2,52.8,2.7,0.0,0.3,41.4,483.0,,493.0,      80,Greater Lowell Regional Vocational Technical,493.0
       546,6.4,91.6,0.0,0.0,0.4,1.6,08250000,2020,"  $95,697",    173.9,"     $16,641,758",,,,,,"          $45,632,738.33","              $21,610.50","          $45,663,080.33","              $21,564.62","           2,111.6","           2,117.5",10.4,22.0,20.8,28.9,15.2,0.7,2.1,47.9,0.8,44.9,6.3,0.2,1.1,8.5,48.1,24.0,51.9,5.4,0.0,0.0,60.8,494.0,,507.0,     178,Greater New Bedford Regional Vocational Technical,507.0
        73,1.4,90.4,2.7,0.0,0.0,5.5,01140000,2020,"  $68,689",    153.9,"     $10,571,241",,,,,,"          $29,266,992.00","              $16,847.22","          $36,378,451.00","              $16,740.35","           1,737.2","           2,173.1",15.3,21.5,25.0,17.6,13.0,3.1,4.6,0.0,3.0,84.8,12.2,0.1,1.6,2.6,47.8,20.2,52.1,4.9,0.0,0.1,70.7,557.0,,541.0,      33,Greenfield,541.0
       118,36.4,38.1,5.1,0.0,0.0,20.3,39010000,2020,,,,,,,,,"           $7,617,579.00","              $10,595.13","           $7,617,579.00","              $10,595.13",             719.0,             719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,86.9,9.5,0.2,5.0,8.6,56.1,18.7,43.3,8.6,0.2,0.6,58.8,485.0,,491.0,      11,Greenfield Commonwealth Virtual District,491.0
       185,0.0,97.8,0.0,0.0,0.0,2.2,06730000,2020,"  $83,460",    184.3,"     $15,381,663",,,,,,"          $38,274,794.00","              $16,211.95","          $42,080,220.00","              $17,019.99","           2,360.9","           2,472.4",17.0,14.7,22.1,23.4,13.7,5.5,3.8,0.0,0.9,86.3,12.8,0.2,7.1,1.1,48.2,2.7,51.8,2.9,0.2,0.0,85.8,623.0,,596.0,     114,Groton-Dunstable,596.0
        33,6.1,87.9,0.0,0.0,0.0,6.1,01170000,2020,"  $69,416",     50.0,"      $3,470,797",,,,,,"           $8,916,874.75","              $16,645.28","          $10,923,120.58","              $16,452.96",             535.7,             663.9,19.9,28.9,20.0,8.9,13.3,6.7,2.2,0.0,2.1,87.9,10.0,0.4,5.1,2.8,47.8,10.2,52.2,3.6,2.3,0.0,75.6,595.0,,584.0,      18,Hadley,584.0
       143,0.7,97.2,0.0,0.7,0.0,1.4,06750000,2020,"  $86,096",    146.6,"     $12,621,610",,,,,,"          $30,939,961.13","              $16,916.33","          $35,421,785.00","              $18,724.84","           1,829.0","           1,891.7",15.3,23.1,25.0,25.0,10.8,0.9,0.0,0.0,0.0,83.7,16.3,0.0,3.6,0.6,52.5,4.7,47.5,2.3,0.2,0.0,88.6,591.0,,593.0,      99,Hamilton-Wenham,593.0
        48,0.0,95.8,0.0,0.0,0.0,4.2,04990000,2020,"  $53,203",     43.0,"      $2,286,728",,,,,,"           $7,868,648.16","              $14,986.19","           $7,868,648.16","              $14,986.19",             525.1,             525.1,45.2,16.7,13.1,7.1,0.0,17.9,0.0,0.0,3.1,93.5,3.4,0.2,1.9,31.7,50.6,32.6,49.4,2.9,0.0,0.0,30.7,607.0,,590.0,      16,Hampden Charter School of Science East (District),590.0
       266,2.6,96.2,0.8,0.0,0.0,0.4,06800000,2020,"  $82,197",    211.6,"     $17,392,840",,,,,,"          $47,440,147.85","              $15,736.80","          $49,879,189.85","              $16,185.08","           3,014.6","           3,081.8",6.9,24.7,24.6,27.8,11.4,3.4,1.1,0.0,0.8,83.0,16.1,0.2,2.8,2.7,50.2,7.8,49.8,3.5,0.1,0.0,83.0,558.0,,549.0,      86,Hampden-Wilbraham,549.0
       124,4.0,93.5,2.4,0.0,0.0,0.0,06830000,2020,"  $70,833",     74.6,"      $5,284,118",,,,,,"          $13,428,962.94","              $18,313.05","          $15,231,756.94","              $18,435.92",             733.3,             826.2,12.6,18.4,24.3,32.2,7.8,3.1,1.6,0.0,0.0,99.1,0.9,0.0,1.0,0.3,54.5,4.4,45.4,2.9,0.0,0.1,91.6,576.0,,587.0,      45,Hampshire,587.0
       190,0.5,96.8,0.0,0.0,0.0,2.6,01220000,2020,"  $89,689",    194.3,"     $17,426,505",,,,,,"          $38,127,385.15","              $14,320.68","          $40,832,752.22","              $14,912.26","           2,662.4","           2,738.2",9.3,21.0,35.2,18.7,12.0,3.1,0.6,0.0,0.5,78.9,20.6,0.0,2.3,1.2,48.4,2.3,51.6,0.6,0.0,0.0,93.7,561.0,,568.0,     150,Hanover,568.0
        90,1.1,96.7,0.0,0.0,0.0,2.2,01250000,2020,"  $93,735",     92.0,"      $8,623,611",,,,,,"          $19,837,038.16","              $18,863.67","          $22,154,992.03","              $20,195.98","           1,051.6","           1,097.0",10.9,19.5,21.8,30.5,13.8,1.1,2.3,0.0,0.0,96.7,3.3,0.0,11.0,2.1,51.2,4.6,48.7,3.5,0.0,0.1,78.8,626.0,,628.0,      49,Harvard,628.0
        32,3.1,96.9,0.0,0.0,0.0,0.0,01270000,2020,"  $66,566",     41.7,"      $2,775,821",,,,,,"           $6,228,025.78","              $14,400.06","           $7,082,139.00","              $13,775.80",             432.5,             514.1,12.0,27.4,26.4,12.5,14.6,7.2,0.0,0.0,0.0,91.9,8.1,0.0,0.9,0.5,49.9,3.9,49.9,2.1,0.0,0.2,92.6,582.0,,616.0,      16,Hatfield,616.0
       491,7.7,80.4,1.0,0.4,0.0,10.4,01280000,2020,"  $74,287",    598.9,"     $44,490,768",,,,,,"         $114,375,166.73","              $14,080.41","         $128,697,152.17","              $14,635.99","           8,123.0","           8,793.2",19.1,20.5,22.1,19.0,10.0,7.8,1.5,0.0,4.4,70.8,24.8,0.2,1.7,4.9,47.9,38.7,52.1,2.0,0.1,0.0,52.4,539.0,,542.0,     169,Haverhill,542.0
       311,0.0,98.4,0.3,0.0,0.0,1.3,01310000,2020,"  $97,280",    299.8,"     $29,164,434",,,,,,"          $60,647,648.00","              $14,255.28","          $66,240,655.00","              $15,293.83","           4,254.4","           4,331.2",18.6,26.1,25.3,15.2,11.7,2.0,1.3,0.0,0.0,86.2,13.8,0.0,2.6,1.5,48.3,3.5,51.7,3.2,0.0,0.0,89.2,583.0,,597.0,     170,Hingham,597.0
        81,2.5,88.9,2.5,1.2,0.0,4.9,01330000,2020,"  $74,601",     92.9,"      $6,930,414",,,,,,"          $17,924,832.07","              $13,729.19","          $21,894,518.35","              $15,630.01","           1,305.6","           1,400.8",22.8,27.0,21.8,15.3,5.3,6.9,0.8,0.0,2.9,79.0,18.1,0.4,5.0,22.3,48.1,13.9,51.9,7.6,0.0,0.1,50.8,499.0,,513.0,      34,Holbrook,513.0
       229,0.4,96.1,0.0,0.0,0.0,3.5,01360000,2020,"  $84,877",    212.5,"     $18,036,414",,,,,,"          $40,384,195.77","              $13,831.63","          $45,368,085.70","              $15,049.45","           2,919.7","           3,014.6",15.0,22.1,26.6,23.5,8.9,1.7,2.2,0.0,1.2,83.3,15.5,0.4,8.7,1.1,48.1,5.1,51.9,2.7,0.1,0.0,81.9,588.0,,585.0,     121,Holliston,585.0
       383,12.5,72.1,1.3,3.4,0.0,10.7,01370000,2020,"  $71,621",    395.6,"     $28,333,319",,,,,,"          $94,655,533.91","              $17,732.40","         $120,169,560.57","              $17,938.16","           5,338.0","           6,699.1",21.8,18.6,18.6,17.3,7.7,15.4,0.6,3.7,9.0,75.1,12.2,0.0,0.7,3.1,47.6,80.6,52.3,1.4,0.1,0.0,14.1,464.0,,490.0,      73,Holyoke,490.0
        75,6.7,84.0,0.0,1.3,0.0,8.0,06030000,2020,"  $81,911",     86.0,"      $7,044,317",,,,,,"          $18,226,863.14","              $16,382.22","          $20,688,745.91","              $15,472.85","           1,112.6","           1,337.1",16.3,18.7,19.8,33.7,4.7,6.8,0.0,0.0,0.0,100.0,0.0,0.2,1.3,4.2,48.9,2.2,51.1,1.6,0.0,0.0,90.6,504.0,,495.0,      21,Hoosac Valley Regional,495.0
        73,1.4,93.2,1.4,2.7,0.0,1.4,01380000,2020,"  $70,701",     97.2,"      $6,872,184",,,,,,"          $17,079,976.12","              $15,628.12","          $18,970,288.54","              $16,149.05","           1,092.9","           1,174.7",25.3,22.5,19.0,19.0,1.4,8.7,4.0,0.0,2.1,81.5,16.5,0.2,1.7,1.1,48.3,7.8,51.7,4.1,0.2,0.0,85.0,556.0,,574.0,      62,Hopedale,574.0
       297,0.0,98.7,0.0,0.0,0.0,1.3,01390000,2020,"  $93,778",    268.1,"     $25,141,830",,,,,,"          $55,558,742.02","              $14,346.26","          $58,501,853.19","              $14,817.72","           3,872.7","           3,948.1",17.1,22.9,28.2,20.8,8.6,1.3,1.1,0.0,3.0,83.0,14.0,0.3,20.6,0.8,49.6,3.9,50.4,3.7,0.0,0.0,70.8,623.0,,596.0,     117,Hopkinton,596.0
       192,3.1,90.1,1.0,0.0,0.0,5.7,01410000,2020,"  $81,072",    229.0,"     $18,565,504",,,,,,"          $44,205,614.28","              $16,937.67","          $50,601,612.10","              $17,984.65","           2,609.9","           2,813.6",11.7,25.2,27.2,22.5,10.1,2.1,1.1,0.0,4.3,82.2,13.5,0.2,1.8,2.1,51.2,14.3,48.8,2.7,0.0,0.0,79.0,545.0,,546.0,      97,Hudson,546.0
        72,1.4,95.8,1.4,0.0,0.0,1.4,01420000,2020,"  $83,820",     82.1,"      $6,881,656",,,,,,"          $18,821,282.29","              $22,020.92","          $21,524,466.29","              $23,429.27",             854.7,             918.7,12.5,23.5,20.1,20.4,19.7,3.1,0.6,1.0,0.7,78.9,19.4,0.1,1.9,1.6,47.4,2.7,52.6,2.2,0.0,0.0,91.5,564.0,,550.0,      41,Hull,550.0
        88,2.3,92.0,0.0,0.0,0.0,5.7,04350000,2020,"  $60,438",     70.6,"      $4,267,724",,,,,,"          $12,758,632.00","              $16,050.61","          $12,758,632.00","              $16,050.61",             794.9,             794.9,24.7,33.6,19.6,12.6,9.0,0.0,0.5,0.0,1.1,83.5,15.4,0.1,8.6,6.6,52.0,10.0,47.9,5.6,0.0,0.1,68.9,529.0,,549.0,      43,Innovation Academy Charter (District),549.0
       142,4.9,90.8,0.0,0.0,0.0,4.2,01440000,2020,"  $79,104",    156.1,"     $12,348,077",,,,,,"          $30,028,715.29","              $17,878.49","          $32,498,022.29","              $18,673.80","           1,679.6","           1,740.3",19.7,10.4,23.9,26.8,16.0,3.1,0.0,0.0,1.1,81.4,17.5,0.1,1.5,0.8,50.6,7.3,49.3,3.6,0.0,0.1,86.8,573.0,,586.0,      72,Ipswich,586.0
       345,2.0,93.6,0.0,0.3,0.0,4.1,06900000,2020,"  $79,197",    135.8,"     $10,754,916",,,,,,"          $30,943,195.54","              $15,638.93","          $38,167,895.30","              $18,504.75","           1,978.6","           2,062.6",20.9,23.3,22.6,19.5,6.5,5.6,1.6,0.0,0.0,86.9,13.1,0.2,2.9,2.0,49.3,3.2,50.7,2.4,0.1,0.0,89.3,565.0,,579.0,     270,King Philip,579.0
       109,1.8,98.2,0.0,0.0,0.0,0.0,04290000,2020,"  $67,023",    105.1,"      $7,041,107",,,,,,"          $28,788,516.60","              $18,049.45","          $28,788,516.60","              $18,049.45","           1,595.0","           1,595.0",56.7,11.5,1.5,0.0,0.0,30.3,0.0,0.0,0.0,100.0,0.0,0.2,3.1,19.5,50.9,68.7,49.1,2.7,0.1,0.0,5.6,514.0,,492.0,      26,KIPP Academy Lynn Charter (District),492.0
       984,8.8,72.8,0.5,5.9,0.0,12.0,01490000,2020,"  $69,596","  1,118.8","     $77,864,114",,,,,,"         $208,626,029.99","              $15,355.17","         $251,881,053.24","              $15,998.44","          13,586.7","          15,744.1",27.3,23.0,17.3,13.9,7.7,9.5,1.3,0.0,3.7,79.0,17.3,0.0,1.2,1.2,47.3,93.7,52.3,0.3,0.0,0.4,3.5,477.0,,469.0,     237,Lawrence,469.0
        53,1.9,92.5,0.0,0.0,0.0,5.7,01500000,2020,"  $68,551",     71.2,"      $4,880,813",,,,,,"          $13,334,526.54","              $18,741.43","          $14,427,343.23","              $17,479.21",             711.5,             825.4,18.3,23.5,30.9,14.1,10.4,1.4,1.4,0.8,2.4,84.7,12.1,0.1,2.9,0.7,48.5,9.5,51.3,2.4,0.0,0.1,84.3,540.0,,541.0,      24,Lee,541.0
       135,4.4,92.6,0.0,0.0,0.0,3.0,01510000,2020,"  $82,768",    105.1,"      $8,698,884",,,,,,"          $20,145,931.78","              $13,536.20","          $23,987,213.38","              $14,492.03","           1,488.3","           1,655.2",15.9,22.6,26.0,25.7,8.6,0.0,1.1,0.0,0.6,99.4,0.0,0.1,3.0,5.4,46.6,10.3,53.2,3.0,0.1,0.1,78.2,519.0,,551.0,      44,Leicester,551.0
        62,0.0,100.0,0.0,0.0,0.0,0.0,01520000,2020,"  $79,665",     79.5,"      $6,333,374",,,,,,"          $15,116,329.88","              $19,352.62","          $15,758,827.88","              $19,192.34",             781.1,             821.1,11.8,15.8,17.6,24.1,26.4,1.4,2.9,5.7,1.3,87.5,5.5,0.0,4.1,0.5,49.0,8.9,51.0,5.3,0.0,0.0,81.2,601.0,,605.0,      23,Lenox,605.0
       444,1.6,93.5,0.7,0.5,0.0,3.8,01530000,2020,"  $75,588",    438.6,"     $33,152,962",,,,,,"          $83,299,058.00","              $13,743.22","          $94,308,326.00","              $14,505.63","           6,061.1","           6,501.5",16.6,24.3,22.3,18.6,11.6,5.4,1.3,6.9,3.2,80.9,9.0,0.1,3.2,8.3,48.8,36.7,51.1,4.4,0.1,0.1,47.2,534.0,,527.0,     202,Leominster,527.0
       564,0.2,96.6,0.2,0.0,0.0,3.0,01550000,2020,"  $92,678",    616.2,"     $57,108,214",,,,,,"         $132,530,353.00","              $18,376.37","         $143,966,810.00","              $19,620.15","           7,212.0","           7,337.7",22.4,27.7,19.4,17.8,9.1,2.3,1.2,0.0,3.5,79.4,17.1,0.1,40.7,3.8,49.0,4.4,50.9,7.0,0.0,0.0,44.0,684.0,,645.0,     339,Lexington,645.0
       362,1.1,95.6,0.3,0.3,0.0,2.8,06950000,2020," $107,460",    129.2,"     $13,883,802",,,,,,"          $30,084,710.45","              $19,927.61","          $34,882,541.28","              $22,243.68","           1,509.7","           1,568.2",10.1,22.7,30.7,23.6,11.6,0.0,1.3,0.0,0.0,99.2,0.8,0.1,5.2,5.1,48.7,4.8,51.3,6.3,0.0,0.0,78.6,628.0,,616.0,     222,Lincoln-Sudbury,616.0
       127,2.4,90.6,0.0,0.8,0.0,6.3,01580000,2020,"  $78,543",    121.2,"      $9,519,469",,,,,,"          $24,769,014.00","              $14,856.65","          $29,653,389.00","              $16,634.91","           1,667.2","           1,782.6",19.0,20.7,25.2,21.0,7.0,6.3,0.8,0.0,1.6,79.3,19.0,0.2,10.5,1.0,51.8,2.6,48.1,2.5,0.2,0.1,83.2,620.0,,626.0,      49,Littleton,626.0
       256,0.0,98.0,0.4,0.0,0.0,1.6,01590000,2020,"  $77,808",    243.8,"     $18,969,545",,,,,,"          $42,776,359.65","              $14,943.18","          $45,169,756.42","              $15,532.39","           2,862.6","           2,908.1",10.7,16.0,23.8,30.5,13.0,2.1,3.8,0.0,0.8,82.1,17.1,0.0,10.4,2.2,48.5,5.0,51.5,4.4,0.1,0.0,77.7,590.0,,582.0,     123,Longmeadow,582.0
       863,9.4,80.9,1.7,0.2,0.0,7.8,01600000,2020,"  $78,200","  1,079.7","     $84,432,261",,,,,,"         $217,291,797.22","              $15,028.34","         $254,502,712.13","              $15,234.85","          14,458.8","          16,705.3",16.2,26.0,20.3,19.1,12.7,3.6,2.1,0.0,1.5,79.9,18.7,0.0,28.3,7.9,48.3,34.4,51.7,3.9,0.0,0.0,25.5,533.0,,522.0,     314,Lowell,522.0
        44,20.5,18.2,0.0,0.0,0.0,61.4,04580000,2020,"  $94,916",      8.5,"        $806,787",,,,,,"           $2,096,169.57","              $21,585.52","           $2,096,169.57","              $21,585.52",              97.1,              97.1,0.0,31.3,56.3,6.3,6.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.6,3.5,44.7,36.5,55.3,10.6,0.0,0.0,31.8,,,,,Lowell Middlesex Academy Charter (District),
       203,3.4,93.6,0.5,1.0,0.0,1.5,01610000,2020,"  $73,780",    231.2,"     $17,057,839",,,,,,"          $43,130,241.52","              $16,985.09","          $46,699,614.83","              $17,504.92","           2,539.3","           2,667.8",7.7,27.5,26.3,21.6,10.8,1.6,4.5,0.0,0.6,86.3,13.1,0.3,0.8,1.9,49.7,11.3,50.2,3.1,0.0,0.1,82.6,561.0,,547.0,      66,Ludlow,547.0
        99,1.0,98.0,0.0,0.0,0.0,1.0,01620000,2020,"  $83,054",    107.4,"      $8,920,016",,,,,,"          $22,202,697.44","              $13,445.59","          $24,459,626.40","              $13,797.17","           1,651.3","           1,772.8",14.9,25.8,22.3,21.8,12.0,2.2,1.0,0.0,0.0,94.9,5.1,0.4,1.8,2.1,48.9,8.1,51.1,2.3,0.4,0.0,84.9,570.0,,562.0,      61,Lunenburg,562.0
